tenant_id,sale_date,barcode,상품명,옵션명,sale_qty,unit_price_krw,revenue_krw,channel,stock_qty
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-27,880400000315,스웨터,레드,6,43353,260120,online,157
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-27,880400000331,스카프,블루,4,17596,70383,offline,88
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-27,880400000336,코트,퍼플,1,131823,131823,online,364
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-27,880400000348,스커트,화이트,7,35296,247073,online,201
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-27,880400000488,스커트,그레이,8,32903,263226,offline,266
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-28,880400000083,진,그레이,3,35505,106515,wholesale,376
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-28,880400000136,코트,블루,5,119218,596089,offline,284
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-28,880400000331,스카프,블루,5,17467,87334,offline,83
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-28,880400000357,폴로,핑크,4,35231,140923,wholesale,329
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-28,880400000488,스커트,그레이,0,32690,0,snapshot,220
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000083,진,그레이,5,35751,178757,online,371
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000234,가디건,네이비,6,43178,259069,offline,74
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000247,드레스,오렌지,2,59666,119333,online,365
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000336,코트,퍼플,5,134717,673584,wholesale,359
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000419,부츠,올리브,5,106202,531012,offline,281
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-29,880400000488,스커트,그레이,8,33565,268521,online,258
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000057,폴로,핑크,6,34776,208658,wholesale,309
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000060,티셔츠,레드,0,15270,0,snapshot,141
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000239,부츠,올리브,7,97252,680765,offline,203
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000247,드레스,오렌지,3,61788,185365,wholesale,362
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000348,스커트,화이트,7,34223,239561,offline,194
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000387,드레스,핑크,3,58195,174585,online,321
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-30,880400000456,코트,퍼플,3,139661,418984,online,347
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-31,880400000083,진,그레이,7,36920,258437,offline,364
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-31,880400000298,블라우스,청록,1,38729,38729,offline,209
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-31,880400000315,스웨터,레드,1,44570,44570,online,156
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-07-31,880400000331,스카프,블루,2,16857,33714,online,81
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-01,880400000057,폴로,핑크,5,35298,176488,online,304
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-01,880400000070,벨트,베이지,1,21710,21710,wholesale,92
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-01,880400000239,부츠,올리브,6,95347,572082,online,197
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-01,880400000387,드레스,핑크,2,58086,116173,online,319
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-01,880400000488,스커트,그레이,8,32707,261654,online,250
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000070,벨트,베이지,5,22220,111099,online,87
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000234,가디건,네이비,8,44676,357407,online,66
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000237,폴로,핑크,3,35732,107197,online,272
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000247,드레스,오렌지,2,60845,121690,online,360
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000298,블라우스,청록,8,39342,314737,offline,201
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000315,스웨터,레드,4,44065,176258,offline,152
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000331,스카프,블루,2,16967,33935,online,79
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000348,스커트,화이트,5,34659,173294,offline,189
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000357,폴로,핑크,3,35066,105199,online,326
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000440,티셔츠,옐로우,7,16383,114682,online,219
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-02,880400000440,티셔츠,옐로우,0,16270,0,snapshot,231
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000083,진,그레이,5,35656,178281,online,359
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000234,가디건,네이비,0,43760,0,snapshot,80
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000239,부츠,올리브,4,98145,392580,online,193
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000298,블라우스,청록,6,38768,232608,online,195
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000348,스커트,화이트,6,34092,204550,online,183
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000357,폴로,핑크,6,35336,212014,online,320
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-03,880400000488,스커트,그레이,5,32836,164178,online,245
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-04,880400000057,폴로,핑크,4,35078,140313,online,300
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-04,880400000136,코트,블루,8,119128,953025,offline,276
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-04,880400000348,스커트,화이트,7,34715,243008,online,176
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-04,880400000419,부츠,올리브,6,104537,627225,online,275
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-04,880400000440,티셔츠,옐로우,1,16253,16253,online,218
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000070,벨트,베이지,7,21488,150414,online,80
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000136,코트,블루,1,115192,115192,online,275
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000237,폴로,핑크,6,35055,210329,offline,266
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000315,스웨터,레드,5,43046,215232,online,147
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000387,드레스,핑크,3,58037,174111,online,316
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000440,티셔츠,옐로우,7,16160,113119,wholesale,211
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-05,880400000456,코트,퍼플,5,140225,701127,online,342
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-06,880400000234,가디건,네이비,2,43679,87358,online,64
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-06,880400000234,가디건,네이비,0,43760,0,snapshot,80
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-06,880400000237,폴로,핑크,3,34485,103454,offline,263
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-06,880400000336,코트,퍼플,8,132140,1057119,offline,351
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-06,880400000488,스커트,그레이,3,33277,99832,online,242
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000057,폴로,핑크,1,34917,34917,online,299
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000070,벨트,베이지,0,21840,0,snapshot,99
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000083,진,그레이,0,36210,0,snapshot,382
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000239,부츠,올리브,4,98358,393433,offline,189
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000336,코트,퍼플,0,134490,0,snapshot,333
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-07,880400000419,부츠,올리브,0,103370,0,snapshot,287
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000057,폴로,핑크,0,34720,0,snapshot,323
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000070,벨트,베이지,0,21840,0,snapshot,99
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000083,진,그레이,1,37122,37122,offline,358
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000234,가디건,네이비,5,44103,220513,offline,59
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000237,폴로,핑크,5,35654,178270,offline,258
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000298,블라우스,청록,4,39308,157231,offline,191
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000419,부츠,올리브,5,102477,512384,online,270
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000456,코트,퍼플,8,139647,1117175,offline,334
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-08,880400000488,스커트,그레이,3,33600,100800,online,239
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000083,진,그레이,2,35546,71091,online,356
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000136,코트,블루,1,118492,118492,online,274
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000136,코트,블루,0,116140,0,snapshot,289
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000336,코트,퍼플,8,135508,1084068,online,343
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000336,코트,퍼플,0,134490,0,snapshot,367
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000419,부츠,올리브,1,106295,106295,offline,269
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-09,880400000419,부츠,올리브,0,103370,0,snapshot,287
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-10,880400000136,코트,블루,5,117671,588353,online,269
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-10,880400000239,부츠,올리브,7,94555,661882,offline,182
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-10,880400000331,스카프,블루,1,16863,16863,wholesale,78
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000060,티셔츠,레드,3,15528,46583,online,130
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000070,벨트,베이지,1,21919,21919,online,79
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000083,진,그레이,3,35602,106805,online,353
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000440,티셔츠,옐로우,8,16518,132143,wholesale,203
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000456,코트,퍼플,6,138574,831442,online,328
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-11,880400000488,스커트,그레이,2,32514,65028,online,237
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-12,880400000060,티셔츠,레드,6,15171,91023,offline,124
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-12,880400000247,드레스,오렌지,1,61549,61549,online,359
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-12,880400000331,스카프,블루,7,17615,123302,offline,71
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-12,880400000357,폴로,핑크,2,34195,68389,wholesale,318
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-12,880400000419,부츠,올리브,0,103370,0,snapshot,259
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000070,벨트,베이지,2,21784,43567,offline,77
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000083,진,그레이,1,36330,36330,online,352
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000136,코트,블루,4,114919,459675,online,265
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000247,드레스,오렌지,7,61587,431112,online,352
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000298,블라우스,청록,4,40019,160077,online,187
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000315,스웨터,레드,2,44227,88455,online,145
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000331,스카프,블루,2,17274,34548,online,69
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000387,드레스,핑크,5,60719,303593,online,311
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-13,880400000488,스커트,그레이,6,32611,195664,online,231
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000057,폴로,핑크,3,34107,102321,online,296
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000083,진,그레이,6,36427,218560,online,346
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000331,스카프,블루,8,16783,134263,offline,61
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000336,코트,퍼플,5,136273,681367,online,338
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000456,코트,퍼플,5,140769,703847,offline,323
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-14,880400000488,스커트,그레이,3,32972,98916,online,228
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000057,폴로,핑크,7,35109,245762,online,289
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000237,폴로,핑크,0,34800,0,snapshot,283
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000298,블라우스,청록,7,39264,274851,online,180
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000331,스카프,블루,7,17205,120433,offline,54
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000331,스카프,블루,0,17110,0,snapshot,97
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-15,880400000336,코트,퍼플,5,135102,675511,online,333
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000060,티셔츠,레드,3,15339,46016,offline,121
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000070,벨트,베이지,6,22242,133452,online,71
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000237,폴로,핑크,1,35632,35632,online,257
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000298,블라우스,청록,1,39869,39869,online,179
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000348,스커트,화이트,0,34380,0,snapshot,220
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000357,폴로,핑크,6,34434,206602,offline,312
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000387,드레스,핑크,0,59190,0,snapshot,324
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000419,부츠,올리브,5,105832,529158,online,264
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000456,코트,퍼플,4,140631,562526,offline,319
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-16,880400000488,스커트,그레이,5,32307,161533,online,223
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000057,폴로,핑크,6,35472,212835,wholesale,283
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000136,코트,블루,7,117359,821511,online,258
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000136,코트,블루,0,116140,0,snapshot,289
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000239,부츠,올리브,1,97860,97860,online,181
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000357,폴로,핑크,3,34107,102320,online,309
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000456,코트,퍼플,8,134333,1074667,online,311
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-17,880400000488,스커트,그레이,3,33031,99094,online,220
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000057,폴로,핑크,1,34982,34982,online,282
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000060,티셔츠,레드,5,15261,76303,online,116
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000070,벨트,베이지,5,22046,110232,online,66
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000239,부츠,올리브,0,96410,0,snapshot,221
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000331,스카프,블루,1,16862,16862,offline,53
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000348,스커트,화이트,3,34834,104503,online,173
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-18,880400000456,코트,퍼플,7,138095,966667,online,304
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000057,폴로,핑크,1,34664,34664,online,281
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000136,코트,블루,8,113964,911709,online,250
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000237,폴로,핑크,4,34541,138164,online,253
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000239,부츠,올리브,3,97800,293401,offline,178
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000298,블라우스,청록,6,40118,240709,online,173
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000331,스카프,블루,7,17097,119681,offline,46
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000336,코트,퍼플,0,134490,0,snapshot,367
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000419,부츠,올리브,1,103355,103355,online,263
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-19,880400000456,코트,퍼플,3,140269,420806,online,301
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000060,티셔츠,레드,4,15096,60383,offline,112
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000083,진,그레이,8,35963,287701,online,338
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000234,가디건,네이비,3,44505,133514,online,56
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000237,폴로,핑크,4,35014,140057,online,249
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000298,블라우스,청록,1,38758,38758,online,172
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000331,스카프,블루,0,17110,0,snapshot,97
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000419,부츠,올리브,4,103209,412835,online,259
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-20,880400000456,코트,퍼플,8,134674,1077394,offline,293
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000057,폴로,핑크,0,34720,0,snapshot,323
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000070,벨트,베이지,5,22238,111191,online,61
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000136,코트,블루,3,119273,357820,online,247
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000239,부츠,올리브,3,97377,292131,offline,175
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000298,블라우스,청록,2,39360,78720,offline,170
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000387,드레스,핑크,8,59661,477287,online,303
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000419,부츠,올리브,0,103370,0,snapshot,287
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-21,880400000440,티셔츠,옐로우,5,16395,81977,wholesale,198
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000083,진,그레이,5,37179,185895,wholesale,333
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000136,코트,블루,4,115002,460009,offline,243
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000234,가디건,네이비,1,43765,43765,online,55
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000298,블라우스,청록,0,39480,0,snapshot,217
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000315,스웨터,레드,7,43066,301461,offline,138
84949b3c-2cb7-4c42-b9f9-d1f37d371e00,2025-08-22,880400000387,드레스,핑크,1,59022,59022,offline,302
